artist.name,title,terms,song_num,artist.hotttnesss,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,latitude,longitude,loudness,mode,start_of_fade_out,tatums_start,tempo,time_signature,year
Josh Mullins,Butts n Stuff,stand-up comedy,8414,0.270408647,1.55586,0.19109,193.72363,0,0.386115944,3,37.15735675,-63.93335787,-16.886,0,181.888,0.19109,89.093,4,0
Jason Miles,Street Vibe,jazz fusion,8415,0.371760895,3.61667,0.78291,294.76526,0,0.458055179,5,40.71455,-74.00712,-6.538,0,294.765,0.31669,84.623,5,0
The Capitol Years,As The Terror Dances Your Way,alternative rock,8416,0.324545089,1.14092,0.09228,242.02404,0,0.542551688,8,37.15735675,-63.93335787,-5.75,1,228.351,0.09228,114.95,4,0
Danny Wright,Believe,easy listening,8417,0.365302191,1.1631,0.4162,191.7122,0.369,0.490897988,5,31.1689,-100.07715,-16.021,1,178.904,0.22848,149.682,3,0
Enrique Iglesias,Can You Hear Me,dance pop,8418,0.75292789,0.58678,0.08425,234.81424,0.155,0.82735726,11,37.15735675,-63.93335787,-4.704,0,223.881,0.08425,119.969,4,2008
Long Beach Dub Allstars,Like A Dog,dub,8419,0.417351056,1.02163,0.3743,213.62893,0.066,0.575412601,11,37.15735675,-63.93335787,-6.969,0,209.229,0.05144,93.317,4,1999
Alexander O'Neal,Saturday Love,dance pop,8420,0.46236784,0.91637,0.40996,301.45261,7.036,0.609123875,9,44.97903,-93.26493,-8.326,1,297.39,0.1574,117.949,4,2008
Jah Cure,How Can I,roots reggae,8421,0.519636856,0.32178,0.32178,240.48281,0,0.707204744,4,37.15735675,-63.93335787,-6.335,0,235.712,0.1368,160.655,1,2003
Cyndi Wang,I'll Be Better,chinese music,8422,0.350688007,0.46116,0.46116,260.98893,5.445,0.416965754,1,37.15735675,-63.93335787,-5.445,1,249.516,0.24649,131.981,4,0
Cradle Of Filth,Sweetest Maleficia (Album Version),sympho black metal,8423,0.572583336,0.74238,0.37043,358.37342,0,0.784820389,10,37.15735675,-63.93335787,-4.386,0,355.254,0.18445,160.102,4,0
Eleanor McEvoy,Easy To Lose Hope,irish folk,8424,0.344592817,0.87172,0.21583,353.04444,0.113,0.552742314,7,53.34376,-6.24953,-8.192,1,330.641,0.21583,91.973,4,0
Pablo Montero,Jarabe De Pico,ranchera,8425,0.30991934,0.22357,0.22357,202.34404,0.345,0.546310424,9,37.15735675,-63.93335787,-8.622,1,198.246,0.22357,101.438,1,0
Jean-Jacques Goldman,Etre Le Premier,chanson,8426,0.449253877,1.13008,0.62781,237.50485,2.02,0.617421407,2,48.85692,2.34121,-8.069,1,227.027,0.37628,126,4,0
Population Reduction,Road-Age at the Farmers Market,grindcore,8427,0.295737493,0.76122,0.26397,172.48608,0,0.573270673,8,37.15735675,-63.93335787,-8.416,0,169.146,0.26397,127.151,4,0
Francky Vincent,L'antillais Donne,zouk,8428,0.299088306,0.85006,0.32516,261.74649,0,0.515729351,6,37.15735675,-63.93335787,-6.6,1,254.386,0.19459,114.786,4,0
Agency 1.9.9.4,Dayz Of Our Livez,hip hop,8429,0,2.1897,0.75291,228.51873,0,0.075518624,9,33.62646,-80.9474,-2.979,0,228.519,0.42887,90.216,4,0
Maria Muldaur,It Ain't The Meat It's The Motion,dance pop,8430,0.432054079,0.3186,0.3186,180.87138,0.492,0.586950622,11,40.71455,-74.00712,-5.959,1,175.224,0.11441,137.549,1,1974
Aeoliah,Inner Chamber,meditation,8431,0.379408535,0.26237,0.26237,233.45587,0,0.549395619,5,56.95468,-98.30897,-25.163,1,216.195,0.26237,134.496,1,0
Fajardo,La Fluta Magica,charanga,8432,0.333793531,0.37008,0.37008,118.85669,0.328,0.431750885,2,37.15735675,-63.93335787,-9.412,1,118.857,0.12112,121.423,1,0
Marcel Azzola,Hymne A L'Amour,gypsy jazz,8433,0.216606465,0.42666,0.42666,285.41342,0.38,0.319704942,2,37.15735675,-63.93335787,-16.301,0,267.041,0.42666,182.261,4,0
Meiway,Aho,soukous,8434,0.296346829,0.88567,0.23846,288.62649,0,0.404173371,7,37.15735675,-63.93335787,-5.297,1,277.42,0.07706,92.979,4,0
The Real Kids,Problems,power pop,8435,0.344871922,0.7635,0.37179,135.00036,0.078,0.484893131,0,37.15735675,-63.93335787,-4.94,1,130.699,0.17354,156.645,4,0
Charlie Byrd Trio,I've Got The World On A String,samba,8436,0.209857891,0.46714,0.46714,231.94077,0.525,0.50693811,2,37.15735675,-63.93335787,-18.981,0,214.668,0.18266,108.998,4,0
Happy Mondays,Performance (Remastered),alternative dance,8437,0.424108277,1.02879,0.48332,243.25179,0,0.682101282,0,53.4796,-2.24881,-9.944,1,234.098,0.20731,109.205,4,1988
Roy Brown,Rockin' At Midnight,jump blues,8438,0.367731935,0.63406,0.25573,163.83955,0.189,0.463593719,9,37.15735675,-63.93335787,-9.107,0,159.173,0.25573,157.875,4,0
Atom,Know Thyself,tech house,8439,0.31843076,0.25702,0.25702,207.28118,3.547,0.502711859,3,38.8991,-77.029,-9.652,1,207.281,0.25702,137.903,4,0
Flor Silvestre,Que Viva El Amor,ranchera,8440,0.313569343,2.04628,0.73027,122.06975,0,0.42054585,4,37.15735675,-63.93335787,-9.15,0,117.075,0.07393,45.683,4,0
The Fool'S Nose,The Last Song,swedish,8441,0,0.85176,0.85176,202.00444,2.839,0.197460842,4,37.15735675,-63.93335787,-19.777,0,189.492,0.45203,85.762,4,0
Gisselle,Tocame,merengue,8442,0.299935295,1.1358,0.27604,243.61751,0.363,0.496436796,9,18.22328,-66.42889,-3.628,1,240.565,0.07002,136.7,4,2008
Marvin Hamlisch,Anya,show tunes,8443,0.344972456,11.13809,0.88751,201.45587,0.419,0.492199331,4,40.71455,-74.00712,-25.604,0,191.065,0.50086,76.738,4,1977
Mike Jones,Grandma (Screwed & Chopped Version),rap,8444,0.426317956,0.65773,0.23618,364.77342,0,0.79360508,2,37.15735675,-63.93335787,-7.932,1,362.405,0.23618,142.729,4,0
Dora The Explorer,Fairytale Land,goregrind,8445,0.413757657,0.41904,0.41904,65.82812,2.723,0.514414554,0,37.15735675,-63.93335787,-4.367,1,61.997,0.16992,120.206,1,0
Architecture In Helsinki,Heart it Races (Yacht's I Should Coco Mix),twee pop,8446,0.505181616,0.75423,0.20972,279.90159,0,0.807876868,10,-37.81753,144.96715,-5.241,0,271.842,0.07238,220.181,4,0
Beastie Boys,Crawlspace,hip hop,8447,0.591628024,1.61174,0.48187,173.60934,0,0.853124523,1,37.15735675,-63.93335787,-6.601,1,161.64,0.19975,108.013,4,2004
Zuma,Juno,electro,8448,0.334555146,0.17096,0.17096,735.60771,11.633,0.528197686,9,37.15735675,-63.93335787,-7.662,1,725.589,0.17096,161.919,7,2001
Harry Choates,Jolie Blon's Gone,western swing,8449,0.280935294,1.95894,0.60526,177.78893,0.462,0.394383986,9,30.23513,-92.26831,-11.87,1,172.153,0.26885,89.803,4,2005
CafA(c) Quijano,En mis besos,pop rock,8450,0.352338668,1.34614,0.26658,215.2224,0.211,0.551682526,2,37.15735675,-63.93335787,-10.41,0,202.385,0.26658,98.185,4,2001
HA(c)lio Ziskind,CentopA(c)ia,banda,8451,0,0.55637,0.55637,110.78485,0.366,0.351269291,7,37.15735675,-63.93335787,-12.418,1,101.065,0.55637,106.783,1,0
Papa Wemba,"DixiA""me Commandement",soukous,8452,0.417885349,0.73551,0.25715,379.08853,0.224,0.541968375,4,-4.03479,21.75627,-6.649,0,364.629,0.01977,123.157,4,0
Iggy And The Stooges,1969,experimental rock,8453,0.497050959,0.5819,0.30634,220.78649,0,0.732603394,9,42.32807,-83.7336,-8.943,0,220.786,0.30634,231.089,3,1969
Alternative TV,Its Raining,experimental rock,8454,0.349139602,0.97065,0.44927,229.92934,2.188,0.539111561,9,51.50632,-0.12714,-10.905,1,222.766,0.19485,118.657,4,0
The Allies,Bewitched_ Bothered & Bewildered,ccm,8455,0.349161155,0.84433,0.84433,213.13261,0.316,0.511184406,0,38.8991,-77.029,-26.383,1,213.133,0.84433,72.777,4,0
R.E.M.,Stumble,jangle pop,8456,0.623835201,0.56315,0.56315,340.11383,0.571,0.730669502,2,37.15735675,-63.93335787,-13.692,1,328.377,0.56315,153.833,1,1982
Big Rich featuring Devo,Taking Over,hyphy,8457,0.407364774,13.40389,0.5274,254.58893,0,0.711783681,10,37.15735675,-63.93335787,-8.634,0,254.589,0.04419,86.612,7,0
Bon Jovi,Till We Ain't Strangers Anymore,rock,8458,0.718891456,1.31295,0.46666,318.09261,0,0.839297678,6,37.15735675,-63.93335787,-6.182,1,313.104,0.25508,141.223,4,2008
Dale Russ / Finn MacGinty,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,lullaby,8459,0,0.37143,0.37143,261.85098,0.183,0.034543186,2,37.15735675,-63.93335787,-5.617,1,251.878,0.12466,121.733,1,0
Sheek Louch,Die Slow,gangster rap,8460,0.449818173,0.99721,0.26424,64.65261,0.189,0.680042256,8,37.15735675,-63.93335787,-4.592,1,57.789,0.06738,157.696,4,2009
Papp'os Blues,El Hombre De La Valija (Rock),blues-rock,8461,0.40368903,0.82417,0.38048,418.45506,0.345,0.438220364,9,37.15735675,-63.93335787,-15.713,1,389.84,0.15696,132.636,4,0
The Cate Brothers,Please No More,roots rock,8462,0.07784201,0.51028,0.51028,287.11138,0.365,0.29143326,9,36.0632,-94.15791,-11.992,1,274.262,0.51028,139.469,3,0
Renato Borghetti,Armando,tango,8463,0.317542514,0.18826,0.18826,150.80444,0.628,0.462975288,7,-14.24292,-54.38783,-5.433,1,147.215,0.18826,170.732,4,0
The Clash,Death Or Glory,new wave,8464,0.60118606,0.61843,0.19155,227.57832,0,0.775797363,0,51.52328,-0.21346,-13.083,1,227.578,0.19155,141.004,4,1979
Kanye West,Skit #2 (Kanye West/Late Registration),hip hop,8465,1.082502557,0.95817,0.95817,31.37261,0,0.877213746,11,37.15735675,-63.93335787,-12.352,0,31.373,0.13689,60.276,1,2005
MxPx,Drum Machine Joy,christian rock,8466,0.537675628,0.37448,0.37448,215.24853,0,0.763010513,5,47.565,-122.62569,-5.316,1,205.264,0.37448,171.693,4,1995
Daniel Johnston,Walking The Cow (Hi How Are You),power pop,8467,0.473613189,0.02931,0.02931,214.49098,0,0.713322147,10,37.15735675,-63.93335787,-14.966,0,211.383,0.02931,95.385,1,0
Throw The Fight,The Wreckage Intro (Album Version),alternative metal,8468,0.389350184,3.18737,0.59482,23.87546,0,0.648925709,0,46.44231,-93.36586,-16.853,0,23.875,0.29301,98.388,7,2008
Electric Light Orchestra,Queen Of The Hours (2001 Digital Remaster),art rock,8469,0.531399329,0.9256,0.16237,205.40036,0.436,0.79789001,5,52.47859,-1.9086,-10.782,0,197.747,0.16237,154.244,4,0
Kofi,I'm Just A Girl,lovers rock,8470,0.394881083,1.02976,0.31805,177.21424,0,0.569329687,11,34.05349,-118.24532,-7.278,0,165.709,0.31805,163.921,4,0
Donna Ares,Prijateljica,pop folk,8471,0.381626706,0.57874,0.57874,194.71628,0.375,0.446700437,1,37.15735675,-63.93335787,-6.224,0,188.383,0.05989,87.006,4,0
W.A.S.P.,Phantoms In The Mirror,heavy metal,8472,0.537267237,0.8637,0.33957,276.71465,1.001,0.727497337,8,37.15735675,-63.93335787,-6.694,0,264.185,0.07912,116.815,4,1992
John P. Kee,Encouraged,meditation,8473,0.441371599,0.58011,0.58011,301.26975,0.177,0.608701616,8,35.2225,-80.83754,-3.842,0,293.814,0.07507,89.607,4,0
Bad Religion,Flat Earth Society (Album Version),hardcore punk,8474,0.618219159,0.66144,0.28862,141.19138,0.585,0.858677442,4,34.05349,-118.24532,-6.393,0,141.191,0.10408,161.071,4,1995
Nolwenn Leroy,Etre Une Femme,chanson,8475,0.402583237,1.65227,0.25902,201.22077,0.247,0.695283825,1,48.43434,-4.62141,-7.633,1,185.742,0.25902,81.689,4,2003
The Primitives,Never Tell,indie rock,8476,0.387418195,0.64613,0.64613,172.93016,0,0.59453651,2,51.7562,-1.25949,-10.592,1,161.361,0.3472,99.752,4,0
The Pharcyde,Passin' Me By,rap,8477,0.491468882,0.301,0.301,303.46404,0.067,0.756063871,6,34.05349,-118.24532,-6.125,1,299.892,0.12775,69.573,3,1993
John Wesley,Chasing Monsters,disco,8478,0.452789477,1.18911,0.78489,270.31465,0.474,0.560557984,4,27.94017,-82.32547,-8.098,0,259.111,0.57821,147.932,4,0
The Chico Hamilton Quintet,Night Beat,soul jazz,8479,0.278865041,0.56912,0.56912,140.19873,0.388,0.41008204,2,37.15735675,-63.93335787,-17.169,0,132.638,0.56912,65.019,1,0
AUDIO.3,SPONT.AN,turnablism,8480,0.218076589,0.09626,0.09626,241.44934,2.038,0.245730622,7,37.15735675,-63.93335787,-10.03,1,235.497,0.09626,92.974,4,0
Pedro Garcia & His Del Prado Orchestra,Policias Y Ladrones,exotica,8481,0,1.00641,0.04962,190.37995,0,0.040619277,5,37.15735675,-63.93335787,-7.057,1,190.38,0.04962,125.802,4,0
Lauren Wood,But You Are,soft rock,8482,0.383470328,0.78104,0.25006,207.20281,0.2,0.491910771,11,34.05349,-118.24532,-5.02,1,203.088,0.25006,119.057,4,0
Fleet Foxes,English House,grunge,8483,0.547609033,0.60072,0.29986,281.18159,0.072,0.786212059,8,37.15735675,-63.93335787,-10.67,1,259.738,0.1479,196.022,4,2008
Gustavo Cerati,MA(c)dium,electronica,8484,0.429780286,0.24585,0.24585,333.19138,0,0.694983409,5,37.15735675,-63.93335787,-6.996,1,316.534,0.09098,196.429,4,2006
Elliot Smith,Angeles,sadcore,8485,0,1.13963,0.63344,175.82975,7.628,0,7,37.15735675,-63.93335787,-14.832,1,167.874,0.37209,118.454,4,0
Asleep At The Wheel,Hot Rod Lincoln,western swing,8486,0.461023016,0.52359,0.52359,399.04608,0.235,0.60425956,11,37.15735675,-63.93335787,-12.712,0,391.262,0.27051,123.401,5,1988
AndraA(c) Crouch & Solid Gospel,My Tribute (to God Be The Glory),soul jazz,8487,0.401462053,0.96888,0.96888,272.79628,0.925,0.452400582,10,34.26624,-118.4164,-8.858,1,260.04,0.96888,107.371,3,0
Soilent Green,Pretty Smiles & Shattered Teeth,sludge metal,8488,0.442348449,0.10536,0.10536,278.96118,0,0.460409667,10,37.15735675,-63.93335787,-5.682,0,274.75,0.10536,175.781,4,0
Murderdolls,Kill Miss America (Album Version),heavy metal,8489,0.436329934,0.02938,0.02938,147.51302,0.09,0.655995346,9,34.09834,-118.32674,-4.063,1,143.935,0.02938,195.317,1,2002
Juan Carmona,Pa'lla pa'ca,flamenco,8490,0.31267856,0.98541,0.3272,233.84771,0.961,0.410912881,7,37.15735675,-63.93335787,-9.07,1,228.072,0.10853,91.479,7,0
Bone Thugs-N-Harmony,2 Glocks,gangster rap,8491,0.555138322,0.53927,0.21943,266.05669,0.168,0.81592342,4,37.15735675,-63.93335787,-5.827,1,262.705,0.21943,187.958,4,2000
Owsley,Zavelow House (Album Version),power pop,8492,0.380494621,1.25881,0.35852,221.77914,0.083,0.508359903,7,35.83073,-85.97874,-4.23,1,218.593,0.13307,133.125,4,1999
Human Disease,Gold Flames Of Angels,deathrock,8493,0.296792154,0.61109,0.18661,190.79791,0,0.419228869,9,37.15735675,-63.93335787,-6.066,0,181,0.18661,140.052,4,2004
Joe McBride,Like A Star,smooth jazz,8494,0.338946969,0.11025,0.11025,309.39383,0.096,0.492440728,9,37.15735675,-63.93335787,-13.896,0,306.579,0.11025,105.882,7,0
Baroness,Wanderlust,sludge metal,8495,0.471126715,0.04403,0.04403,269.71383,0,0.739099282,0,37.15735675,-63.93335787,-6.013,0,257.637,0.04403,162.019,1,2007
Dottie West,Country Girl,honky tonk,8496,0.335060796,0.91876,0.23498,187.53261,2.949,0.507952189,4,35.68094,-85.77449,-16.692,1,181.441,0.23498,87.192,3,0
Steve Vai,The Murder Prologue,instrumental rock,8497,0.543954417,0.77907,0.06092,69.90322,0,0.645720023,3,37.15735675,-63.93335787,-7.949,0,60.889,0.06092,169.654,4,2007
Roy Buchanan,C.C. Ryder,blues-rock,8498,0.395273632,0.34474,0.34474,365.71383,0.279,0.605278303,2,35.48703,-93.8277,-8.701,1,351.788,0.07939,110.924,3,0
Buckeye Politicians,Ride On The Rhythm,urban,8499,0.214682399,1.24439,0.30707,370.49424,2.763,0.42558468,6,40.19033,-82.66947,-7.549,0,362.104,0.07971,123.69,4,0
Cam'Ron,I.B.S. (Amended Album Version),hip hop,8500,0.515325301,0.20995,0.20995,212.79302,0,0.858270678,8,40.8079,-73.9454,-6.798,1,202.983,0.0519,189.294,4,2006
Jo Privat,Ay ! Mi Sombrero,gypsy jazz,8501,0.32085013,0.76594,0.2678,122.72281,0.363,0.391454064,9,37.15735675,-63.93335787,-7.417,1,122.723,0.2678,122.13,4,0
The Mustangs,Moscow Nights,country rock,8502,0.362563592,0.35698,0.35698,160.26077,0,0.432136477,4,41.51776,-72.75753,-10.444,0,153.432,0.35698,85.538,1,0
Russ Morgan,Love Divine_ All Love Excelling,orchestra,8503,0.298946784,1.15912,1.15912,138.03057,0.171,0.407849997,10,41.41013,-75.66079,-18.339,1,124.778,1.15912,53.713,1,0
David Meece,Prelude (Learing To Trust Album Version),ccm,8504,0.310298996,0.13848,0.13848,34.08934,0.212,0.470414614,9,37.15735675,-63.93335787,-23.637,0,34.089,0.13848,129.953,4,0
First Blood,Execution,straight edge,8505,0.388881954,0.34016,0.34016,283.48036,0,0.662374026,7,37.77916,-122.42005,-2.525,1,259.477,0.15987,160.589,3,2005
Joe Heaney,Red is the Rose,irish folk,8506,0.288578616,32.84667,0.78892,194.66404,0.34,0.401327986,1,38.8991,-77.029,-21.085,1,189.01,0.38315,35.604,4,0
Junior Kimbrough,Lonesome Road,delta blues,8507,0.42712297,1.45997,0.83968,294.76526,2.305,0.683455701,4,37.15735675,-63.93335787,-14.845,1,290.453,0.52709,92.32,3,1997
Los Fabulosos Cadillacs,Electrasonic V,ska,8508,0.521726648,1.36624,0.30802,137.06404,0.27,0.774037142,10,-34.60852,-58.37354,-4.695,1,125.457,0.03935,118.776,4,1990
Tom Barabas,Shades Of Love,meditation,8509,0.393622172,1.38565,0.94817,336.66567,0.908,0.448025346,5,37.15735675,-63.93335787,-13.25,1,320.615,0.72162,138.021,4,0
T.G. Sheppard,Finally (Album Version),country rock,8510,0.343281882,0.67628,0.15949,228.85832,0.097,0.449323615,3,35.82213,-88.91599,-12.923,1,212.776,0.15949,118.198,4,0
Daddy Yankee / May-Be,Que Vas A Hacer?,reggaeton,8511,0.562506672,1.06938,0.41826,199.47057,0,0.908984296,9,18.22328,-66.42889,-6.331,0,196.632,0.09107,91.988,4,2004
Carlton Livingston,Slow Down,reggae,8512,0.377869966,1.35017,0.6827,201.97832,0.189,0.486244347,8,18.11526,-77.27348,-15.845,1,198.415,0.22478,90.59,5,0
2raumwohnung,36 Grad (Paul van Dyk's Vandit Clubmix),tech house,8513,0.397569595,0.09098,0.09098,449.38404,2.409,0.664559979,0,52.51607,13.37698,-8.213,1,445.637,0.09098,134.033,4,0
Suzi Quatro,Born To Run,glam rock,8514,0.406642649,0.83259,0.37554,301.21751,0.345,0.627361447,9,42.33168,-83.04792,-5.308,1,285.878,0.15668,131.568,4,1995
Mac Dre,This is My Year,gangster rap,8515,0.51646433,0.10911,0.10911,256.83546,0.409,0.750492075,7,7.33532,-72.94832,-10.882,1,248.169,0.10911,170.029,4,0
Juan Carmona,Soleariyas,flamenco,8516,0.31267856,0.08678,0.08678,338.96444,0,0.410912881,6,37.15735675,-63.93335787,-13.486,1,323.483,0.08678,110.361,1,0
Christian adam,Il a suffit d'une chanson d'amour,chanson,8517,0.236832078,0.89035,0.46218,163.5522,0.38,0.349507478,10,37.15735675,-63.93335787,-11.667,1,151.516,0.24702,139.315,3,0
Nikos Kalaintzis,Gamilia Patinada,greek,8518,0,0.49743,0.49743,141.34812,0,0.207491247,5,37.15735675,-63.93335787,-15.279,1,131.889,0.49743,154.099,1,0
The Clash,I'm So Bored With The U.S.A.,new wave,8519,0.60118606,0.83311,0.23963,140.77342,0,0.775797363,9,51.52328,-0.21346,-8.331,1,134.641,0.09108,203.944,3,1977
Denise Ho,Mi Ni Yu Wo,cantonese pop,8520,0.373639131,0.98306,0.16762,239.41179,0.45,0.472790997,7,37.15735675,-63.93335787,-2.572,1,232.287,0.16762,147.97,4,0
Jason & The Scorchers,If Money Talks,country rock,8521,0.414783863,0.19483,0.19483,154.8273,0.131,0.500510256,7,37.15735675,-63.93335787,-3.471,1,151.615,0.19483,175.945,4,1985
Cookies,Yi Ji Ji Zhong,cantonese pop,8522,0.312827767,0.46466,0.46466,200.41098,0,0.478804445,5,37.15735675,-63.93335787,-7.759,1,200.411,0.11375,84.977,4,0
Rihanna,Good Girl Gone Bad,dance pop,8523,0.908202619,1.54872,0.28042,213.26322,0.229,0.917863906,5,13.11199,-59.59895,-6.146,0,205.7,0.12183,94.987,4,2007
Jessie Lee Miller,Hard To Admit,rockabilly,8524,0,0.68655,0.19884,142.21016,0,0.528509678,2,31.1689,-100.07715,-15.344,1,129.858,0.19884,125.217,4,0
Daywind Studio Musicians,I Must Tell Somebody,southern gospel,8525,0.346781042,0.18958,0.18958,219.48036,0.263,0.437463586,10,37.15735675,-63.93335787,-12.911,1,211.081,0.18958,129.956,4,0
Max Steiner,Laurie And Martin,soundtrack,8526,0.355491136,0.05689,0.05689,51.48689,0.138,0.471894876,9,48.20254,16.3688,-15.993,1,51.487,0.05689,64.798,1,0
Sister Rosetta Tharpe,Shine For Jesus,religious music,8527,0.360350448,1.50444,0.23683,116.45342,0.118,0.553104833,0,35.00459,-91.25019,-21.623,1,109.581,0.23683,97.519,4,0
R.L. Burnside,Rollin' and Tumblin',delta blues,8528,0.466628889,0.12371,0.12371,196.88444,0.345,0.701180874,0,34.36401,-89.51877,-10.426,0,192.61,0.12371,107.601,1,2001
DMZ,He's Waitin',dubstep,8529,0.327258977,0.24551,0.24551,178.96444,0,0.469991963,7,42.31256,-71.08868,-8.007,1,178.964,0.05134,156.616,4,0
Don Gibson,Evening Prayer,country rock,8530,0.379651219,0.30745,0.30745,148.06159,0.264,0.540750151,7,37.15735675,-63.93335787,-19.002,1,141.485,0.30745,95.389,3,1959
Love and Rockets,Sweet Lover Hangover,dance rock,8531,0.414404495,2.02344,0.79429,311.19628,0,0.634785013,5,37.15735675,-63.93335787,-9.356,1,286.912,0.3321,97.036,4,1996
The Mystic Moods Orchestra,Gay Ranchero,space age pop,8532,0.169797033,1.16701,1.16701,147.33016,3.129,0.324422217,0,37.15735675,-63.93335787,-21.437,1,147.33,0.92048,124.508,4,1967
Billy Walker,Thank You For Calling,honky tonk,8533,0.297180944,1.71759,0.26647,133.56363,0.221,0.448111564,0,33.67466,-101.3878,-32.887,1,130.868,0.26647,78.902,3,0
Simon Harris,Sample Track 11,hip house,8534,0.207675838,0.51872,0.51872,187.16689,1.025,0.39076084,9,37.15735675,-63.93335787,-15.787,0,175.525,0.25941,114.169,1,0
Nick Cave & The Bad Seeds,Christina The Astonishing (2010 Digital Remaster),rock,8535,0.479407676,1.53559,0.40182,290.95138,0,0.681581305,3,-36.35484,146.32611,-15.456,1,278.355,0.12061,109.857,4,0
LL Cool J / Amil,Hello,hip hop,8536,0.544321915,0.52502,0.1999,232.14975,0.148,0.749217793,10,40.72023,-73.24922,-3.952,0,218.778,0.03855,184.15,4,2000
Gato Perez,Ja Soc Aqui,rumba,8537,0.305288008,0.66565,0.66565,274.85995,0,0.412736418,7,37.15735675,-63.93335787,-11.961,1,255.39,0.66565,178.471,1,0
Eddie Palmieri,Nada De Ti,latin jazz,8538,0.355502995,0.60258,0.07703,392.85506,0.331,0.522821818,5,37.15735675,-63.93335787,-11.876,0,385.887,0.07703,127.749,4,1973
Gaither Vocal Band,Everything Good (Everything Good Version),ccm,8539,0.361483733,0.96358,0.46782,200.14975,0.194,0.629186017,9,37.15735675,-63.93335787,-5.564,1,197.979,0.22918,122.015,4,0
Sergio Mendes,Puzzle of Hearts,samba,8540,0.492781168,0.44992,0.44992,322.11546,0.409,0.649095051,4,37.15735675,-63.93335787,-13.935,0,308.918,0.1611,103.177,3,2006
Maroon 5,Sweetest Goodbye,pop,8541,0.843380274,1.07977,0.72137,270.70649,3.913,0.905477001,6,37.15735675,-63.93335787,-6.247,1,261.433,0.72137,164.049,4,2002
Juan Carlos Baglietto,Aunque MaA+-ana No Estes,tango,8542,0.386630837,3.67863,0.81735,182.41261,0.449,0.540881349,2,37.15735675,-63.93335787,-15.716,0,170.98,0.52075,99.352,3,1982
Krystof,Vodne stocne,soft rock,8543,0.372119119,0.86765,0.17069,252.57751,0,0.508636229,2,37.15735675,-63.93335787,-7.546,1,252.577,0.17069,156.107,4,0
GZA/The Genius,Did Ya Say That,east coast hip hop,8544,0.399265,1.61228,0.46489,237.34812,0,0.616496039,5,37.15735675,-63.93335787,-5.928,0,237.348,0.07909,104.013,5,2002
Vivian,Streets On Fire,blues-rock,8545,0.452102265,0.20939,0.20939,229.61587,0.316,0.770847751,9,37.15735675,-63.93335787,-6.859,0,226.017,0.05941,101.139,4,0
Every Time I Die,After One Quarter Of A Revolution,alternative metal,8546,0.564855751,0.31675,0.31675,124.13342,0,0.842423318,7,42.88544,-78.87846,-3.988,1,121.812,0.04315,114.638,1,2009
Arthur Fiedler,Doctrines,orchestra,8547,0.379491424,1.83576,0.53048,496.1171,8.249,0.427298293,0,42.31256,-71.08868,-17.73,1,490.359,0.20299,95.234,3,0
Nicolas Bacchus,Peter Pan (j'veux pas Aatre jeune) [feat. Les Pistons Flingueurs],chanson francaise,8548,0.089998724,0.52321,0.52321,178.15465,0.278,0.340925899,5,37.15735675,-63.93335787,-7.929,1,174.852,0.31619,143.061,1,0
Poptart Monkeys,Butterflies,modern rock,8549,0.373282313,1.49147,0.49093,212.32281,0.102,0.563240547,1,40.99471,-77.60454,-6.005,1,202.664,0.24079,119.991,4,0
Melissa Auf der Maur,The Key,post-grunge,8550,0.366816134,0.41622,0.41622,232.6722,5.114,0.569988889,4,37.15735675,-63.93335787,-6.413,1,227.724,0.14325,121.983,4,2010
Kill The Client,Dog Tagged,grindcore,8551,0.464547023,0.95962,0.95962,57.18159,0,0.587768588,8,37.15735675,-63.93335787,-2.541,0,57.182,0.95962,138.207,1,2008
John Sebastian,Wagoner's Lad,folk rock,8552,0.341288723,1.7843,1.15913,225.14893,0,0.518743959,7,53.79449,-1.54658,-13.247,1,217.832,0.99425,158.429,3,0
Lil Boosie & Webbie,Baby Momma (Chopped & Screwed Version),gangster rap,8553,0.535891043,0.04435,0.04435,354.16771,0,0.596441898,1,37.15735675,-63.93335787,-10.069,0,354.168,0.04435,130.103,4,0
James Last,Games That Lovers Play,orchestra,8554,0.38065636,1.87957,1.53751,260.12689,6.711,0.601891975,2,53.07516,8.80466,-13.382,1,242.875,1.36649,167.832,4,1967
Iggy Pop,5 Foot 1,hard rock,8555,0.573554544,0.99417,0.2906,300.77342,0,0.789018489,2,37.15735675,-63.93335787,-11.44,1,300.773,0.2906,87.679,4,1990
Eason Chan,Fang Bu Sheng Fang,cantonese pop,8556,0.395217687,1.28503,0.46099,275.59138,0,0.555277224,0,37.15735675,-63.93335787,-12.034,1,260.36,0.04495,72.882,4,0
Willie Colon,Guajira Y Ven,salsa,8557,0.51912008,0.41911,0.41911,250.06975,0.121,0.621629436,0,37.15735675,-63.93335787,-7.818,0,233.784,0.22135,128.444,1,2001
Endres,born again,melodic trance,8558,0,0.54886,0.0701,154.01751,0.206,0.443987739,11,37.15735675,-63.93335787,-7.342,0,154.018,0.0701,127.985,4,0
